Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Genre_Drama,Genre_Crime,Genre_Action,Genre_Adventure,Genre_Biography,Genre_History,Genre_Sci-Fi,Genre_Romance,Genre_Western,Genre_Fantasy,Genre_Comedy,Genre_Thriller,Genre_Animation,Genre_Family,Genre_War,Genre_Mystery,Genre_Music,Genre_Horror,Genre_Musical,Genre_Film-Noir,Genre_Sport,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Actor_Popularity,Director_Popularity
How to Train Your Dragon 2,2014.0,-0.7532482332673478,0.117647058823529,0.6666666666666667,Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,0.6456589054964249,1.0079589827250344,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,2
The Big Short,2015.0,0.2601551172749231,0.117647058823529,0.7361111111111112,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,0.7991657367186195,0.6022760863446941,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31,1
Kokuhaku,2010.0,-0.6084763260470234,0.117647058823529,0.7083333333333333,Tetsuya Nakashima,Takako Matsu,Yoshino Kimura,Masaki Okada,Yukito Nishii,-1.2710991936791003,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Ang-ma-reul bo-at-da,2010.0,0.7668567925460585,0.117647058823529,0.5416666666666666,Jee-woon Kim,Lee Byung-Hun,Choi Min-sik,Jeon Gook-Hwan,Ho-jin Chun,-0.25657448967501545,-2.1659844503127488,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,1
The Girl with the Dragon Tattoo,2011.0,1.2735584678171938,0.117647058823529,0.5972222222222222,David Fincher,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgrd,0.9359074273841232,0.7681627176109986,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17,8
Captain Phillips,2013.0,0.4049270244952475,0.117647058823529,0.75,Paul Greengrass,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,0.932172137866485,0.7873737045880289,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21,3
Ajeossi,2010.0,-0.1379676275809691,0.117647058823529,0.7083333333333333,Jeong-beom Lee,Won Bin,Sae-ron Kim,Tae-hoon Kim,Hee-won Kim,-0.7664593243432886,-3.4785576460755365,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,1
Straight Outta Compton,2015.0,0.8754357229613018,0.117647058823529,0.6111111111111112,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,0.16936764397975598,0.9668912026524108,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1
Madeo,2009.0,0.22396214046984195,0.117647058823529,0.7083333333333333,Bong Joon Ho,Hye-ja Kim,Won Bin,Jin Goo,Je-mun Yun,-0.9227104955715417,-1.5293834229146615,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,3
Chugyeokja,2008.0,0.07919023324951754,0.117647058823529,0.5,Hong-jin Na,Kim Yoon-seok,Jung-woo Ha,Yeong-hie Seo,Yoo-Jeong Kim,-0.8309580151635184,0.5881459478426638,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,1
The Hobbit: The Desolation of Smaug,2013.0,1.3821373982324372,0.117647058823529,0.5277777777777778,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,1.2500797177575718,1.1740204387501914,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13,5
Das weie Band - Eine deutsche Kindergeschichte,2009.0,0.7668567925460585,0.117647058823529,0.75,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,-0.6867743343047717,-0.914043244342262,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,3
Mn som hatar kvinnor,2009.0,1.0564006069867073,0.117647058823529,0.6666666666666667,Niels Arden Oplev,Michael Nyqvist,Noomi Rapace,Ewa Frling,Lena Endre,0.306371104508878,-0.2495773166128514,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,1
The Trial of the Chicago 7,2020.0,0.22396214046984195,0.117647058823529,0.6805555555555556,Aaron Sorkin,Eddie Redmayne,Alex Sharp,Sacha Baron Cohen,Jeremy Strong,-0.4468794463556042,0.5881459478426638,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,1
Druk,2020.0,-0.2103535811911313,0.117647058823529,0.7361111111111112,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang,Lars Ranthe,-1.316800105155286,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,3
The Fighter,2010.0,-0.2465465579962124,0.117647058823529,0.7083333333333333,David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,0.7423975353672213,0.7282933209827905,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19,2
Taken,2008.0,-1.187563954928321,0.117647058823529,0.3194444444444444,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,1.1939931402839494,0.9203977100797374,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1
The Boy in the Striped Pyjamas,2008.0,-1.0427920477079966,0.117647058823529,0.375,Mark Herman,Asa Butterfield,David Thewlis,Rupert Friend,Zac Mattoon O'Brien,0.22480760881584,-0.29850713099584597,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,1
Once,2007.0,-1.3323358621486454,0.117647058823529,0.8333333333333333,John Carney,Glen Hansard,Markta Irglov,Hugh Walsh,Gerard Hendrick,-0.26137050329896305,-0.2790427930231205,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,2
The Hobbit: An Unexpected Journey,2012.0,1.671681212673086,0.117647058823529,0.41666666666666663,Peter Jackson,Martin Freeman,Ian McKellen,Richard Armitage,Andy Serkis,1.4559586798305058,1.2439919773881973,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14,5
Auf der anderen Seite,2007.0,-0.029388697165725768,0.117647058823529,0.7916666666666667,Fatih Akin,Baki Davrak,Nurgl Yesilay,Tuncel Kurtiz,Nursel Kse,-1.4024579765820688,-1.396170449319295,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2
Atonement,2007.0,0.006804279639355334,0.117647058823529,0.7916666666666667,Joe Wright,Keira Knightley,James McAvoy,Brenda Blethyn,Saoirse Ronan,0.4712085167279027,0.46098152903874884,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13,2
Drive,2011.0,-0.82563418687751,0.117647058823529,0.6944444444444444,Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,1.2046474227889619,0.2970824445724923,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,1
American Gangster,2007.0,1.2373654910121128,0.117647058823529,0.6666666666666667,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin,0.8689536715341084,0.8730046181555319,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,6
Avatar,2009.0,1.4183303750375185,0.117647058823529,0.7638888888888888,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,1.8044608777978792,1.6480398321036673,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11,5
Mr. Nobody,2009.0,0.6582778621308152,0.117647058823529,0.48611111111111116,Jaco Van Dormael,Jared Leto,Sarah Polley,Diane Kruger,Linh Dan Pham,0.33754928860789807,-3.7352782315334587,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,1
Apocalypto,2006.0,0.585891908520653,0.117647058823529,0.5555555555555556,Mel Gibson,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernndez,Rudy Youngblood,0.6019738477265172,0.46046020581891833,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3
Little Miss Sunshine,2006.0,-0.789441210072429,0.117647058823529,0.7222222222222223,Jonathan Dayton,Valerie Faris,Steve Carell,Toni Collette,Greg Kinnear,0.9707744361371994,0.5321689508629392,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,1
Hot Fuzz,2007.0,-0.06558167397080687,0.117647058823529,0.7361111111111112,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,1.0174573962443987,0.12396671694021384,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13,3
The Curious Case of Benjamin Button,2008.0,1.5631022822578429,0.117647058823529,0.5833333333333334,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond,1.2317087363664783,0.8639551618884546,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19,8
Veer-Zaara,2004.0,2.5041196791899516,0.117647058823529,0.5416666666666666,Yash Chopra,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Kirron Kher,-0.9877767830508695,-0.7939672355689769,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,1
Adams bler,2005.0,-1.0427920477079966,0.117647058823529,0.3194444444444444,Anders Thomas Jensen,Ulrich Thomsen,Mads Mikkelsen,Nicolas Bro,Paprika Steen,-1.0506062549158874,-4.1808132127132405,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,1
Pride & Prejudice,2005.0,0.22396214046984195,0.117647058823529,0.75,Joe Wright,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland,0.4976444293688643,0.3370747545726094,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,2
The World's Fastest Indian,2005.0,0.15157618685967975,0.117647058823529,0.5555555555555556,Roger Donaldson,Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell,-0.9359749493714552,-0.5469650579790297,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,1
Tky goddofzzu,2003.0,-1.187563954928321,0.117647058823529,0.625,Satoshi Kon,Shgo Furuya,Tru Emori,Yoshiaki Umegaki,Aya Okamoto,-1.378708342686375,-2.163961213647274,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,3
